,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,time_signature,cluster
0,6yzJiHzsscf0n88xb9aNT4,0.382,0.451,-6.606,0.0293,0.557,3.39e-05,0.506,150.803,4,24
1,5zdXRoKLZ54VBdbdn7yhz4,0.742,0.375,-13.829,0.0482,0.397,0.901,0.105,102.023,4,17
2,5qvCKAyjgHnpR5c63OedCY,0.585,0.552,-10.613,0.0353,0.194,0.0171,0.496,100.089,4,12
3,2vByA9JgfMU2bPjUqmxCdv,0.405,0.535,-7.504,0.0531,0.0531,0.106,0.637,97.698,4,10
4,0pPQwIjwqduvLfZORYYEaI,0.586,0.526,-6.928,0.0564,0.555,0.0,0.456,107.153,4,1
5,39OqZkxrUiMAR1bG3oquBA,0.71,0.831,-6.847,0.0392,0.107,0.00131,0.867,104.972,4,27
6,3wO7lEbQYuxxEXmwfk335E,0.582,0.515,-9.283,0.0578,0.608,0.000641,0.603,115.732,4,14
7,3ujQCboY7MGBBnU5uy9EUI,0.472,0.284,-9.43,0.027,0.342,0.164,0.304,75.133,4,16
8,36EKCiUoj6onFAU6dQ6A1c,0.293,0.375,-12.44,0.0328,0.826,1.83e-05,0.29,123.079,3,22
9,6mtfWoTjJbjk8cKjBB5UIf,0.738,0.73,-7.143,0.0575,0.115,0.538,0.567,130.028,4,20
10,7LJv6Z43m6Z8TDDYPLkz8K,0.487,0.696,-7.756,0.0269,0.0114,0.568,0.529,100.021,4,7
11,315zoLAH6dY5ON7zQe8cWs,0.734,0.491,-10.743,0.0286,0.635,0.0284,0.59,119.161,4,23
12,4CD5Jr9UuR1itRoM4dSYnh,0.741,0.734,-7.97,0.0501,0.00642,0.000286,0.806,109.066,4,27
13,4G4CUtpdFldmLcKqDdrVaJ,0.51,0.877,-5.719,0.0385,0.0706,0.00144,0.843,79.882,4,28
14,2m32wOGkiV8ltxXvwwVeao,0.608,0.402,-10.816,0.0339,0.208,0.105,0.119,116.378,4,24
15,3O30ywyRk6EKT68sBvVqOP,0.578,0.808,-4.131,0.0284,0.0608,0.144,0.597,93.979,4,28
16,21extzX26A1BEXAkllMPT4,0.629,0.915,-6.567,0.0383,0.0666,0.793,0.892,118.345,4,20
17,4AHU8QRdwCUWxPC53cw4Hh,0.752,0.54,-8.986,0.0768,0.561,0.000155,0.882,114.217,4,14
18,1kDL4EErmvXdQCZRJoJHQn,0.562,0.717,-6.449,0.0293,0.0426,0.00919,0.527,85.0,4,28
19,4aCsgwFhbZ8CmYAotK7W2B,0.746,0.582,-6.283,0.0394,0.12,2.44e-05,0.914,113.058,4,27
20,3Wkho6tesTh4aF80T6evqH,0.182,0.539,-10.839,0.0799,0.0781,0.000101,0.413,69.717,4,10
21,2h2FLYLTGP3wKSbZAPrnes,0.566,0.511,-8.826,0.0614,0.676,3e-06,0.257,123.311,4,1
22,6QlroU0h60W8iiJdwQGd2C,0.553,0.417,-9.032,0.0347,0.648,0.0004,0.244,87.372,4,1
23,4GZ0mDOTfdYEFqhddeguic,0.427,0.467,-4.589,0.0348,0.22,0.79,0.0758,77.217,3,7
24,0Iz72FGhG44jBHV1KhteYs,0.459,0.774,-4.326,0.0438,0.116,0.246,0.523,76.761,4,28
25,3tBbcuulKDC1o2odykT18R,0.386,0.866,-5.56,0.0465,0.0517,0.912,0.151,120.048,4,7
26,09wLmYMwtkACbGAPqX22Pb,0.561,0.489,-7.476,0.0322,0.0236,0.0401,0.156,141.382,4,24
27,4JVdyAfcmWebp3lWO4OOHk,0.718,0.642,-5.129,0.0234,0.0227,0.00116,0.637,105.983,4,19
28,3LKfHbhF3HAyWA2IcoE1lP,0.586,0.822,-6.86,0.0972,0.199,8.44e-06,0.701,131.833,4,5
29,5x4Tv2PICzkwkixYuSmbYX,0.676,0.352,-10.239,0.0345,0.129,0.283,0.492,121.438,4,12
30,51BNtB8pe00pzc6oa36G3C,0.733,0.47,-9.303,0.0398,0.541,0.272,0.326,117.965,4,1
31,3wqMCDKWWYHnPLldMskKHe,0.389,0.698,-7.214,0.0314,0.00026,0.216,0.405,90.853,4,10
32,2NJGAT43AvS7BQvn2017yS,0.573,0.639,-7.143,0.0247,0.784,0.633,0.24,89.575,4,17
33,5eqzXinSklkN4gId6EQUAR,0.47,0.707,-7.477,0.0419,0.01,0.677,0.165,122.042,4,7
34,2BndJYJQ17UcEeUFJP5JmY,0.81,0.591,-13.385,0.0638,0.414,0.799,0.297,136.028,4,17
35,75JpQ4zVP7oev1dJwlMRwb,0.55,0.534,-9.356,0.0242,0.0585,0.321,0.383,103.008,1,25
36,4T4nq08BQ3zygdf74K5AZM,0.539,0.937,-3.14,0.345,0.489,0.0,0.523,85.037,4,13
37,4AlpKDHtYkP6gsBNVAZ8FR,0.655,0.422,-9.424,0.0341,0.902,0.549,0.425,78.678,4,17
38,5mqr5kF7oNDdcG01qazSqK,0.554,0.749,-7.365,0.0266,0.00189,0.39,0.823,168.057,4,5
39,5QvreZXI9NSx1A7NXLjuxt,0.88,0.336,-12.824,0.0769,0.79,0.939,0.741,135.055,4,17
40,0YBA7eO8kqEzUoC6zAEutF,0.428,0.641,-8.131,0.0296,0.00884,0.111,0.208,109.356,4,10
41,7GEo5JQN8lcqBaj6qyvWw1,0.484,0.548,-6.119,0.033,0.0218,0.558,0.177,119.98,4,7
42,6KPaX2zvWAOXYZjvhqdQZj,0.433,0.583,-6.922,0.0687,0.799,0.000645,0.497,84.415,4,16
43,27IlmZoL4yRv7pK9pkf8N4,0.497,0.681,-6.817,0.0393,0.0123,0.0346,0.523,140.73,4,0
44,1xD44zf2m2Ww06kZFRmeEc,0.179,0.182,-17.737,0.0345,0.0476,0.0348,0.0385,142.748,4,8
45,3EGVvzScKq3FDFrMLky98x,0.534,0.62,-8.733,0.0444,0.0115,0.655,0.218,116.998,4,7
46,3m4G3QrKcKmgk0a7ZNWTtB,0.603,0.611,-6.628,0.0396,0.145,0.000239,0.35,79.992,4,10
47,4V0x90QcMh4ZxwHzEWOdtK,0.34,0.737,-4.681,0.0582,0.000105,0.762,0.499,172.022,4,7
48,2eDKm1cwvnVGN4QufqdAJ1,0.129,0.288,-7.05,0.0326,0.56,0.0164,0.06,152.291,4,8
49,2YIOkqKgg3jZEFoL5qcEPT,0.167,0.921,-4.881,0.061,0.000141,0.0716,0.315,168.225,4,21
50,6Q9kdCHXpAef5YbKXKeG9M,0.601,0.251,-17.626,0.0348,0.118,0.104,0.27,116.49,4,12
51,5oq5kmKIKbcJYLJXhBmmLh,0.688,0.42,-9.015,0.0446,0.723,0.626,0.624,137.999,4,17
52,4nNSgSfqhtAQ9upuIp1QgM,0.445,0.77,-5.92,0.0345,0.0875,0.91,0.202,154.868,4,7
53,4dn65tI4IFeBE2EKcXXMMZ,0.904,0.837,-5.729,0.0394,0.241,0.453,0.809,120.0,4,20
54,1XT5kxg6Tk0ukCO2vBQN4v,0.632,0.893,-6.04,0.0455,0.0143,5.24e-06,0.773,149.97,4,5
55,4NWpGwfkWMlA7G2ZpFKDXZ,0.895,0.569,-7.142,0.0406,0.0375,9.45e-05,0.828,110.003,4,27
56,4FeZm3qG8HwTJ5ggYrNVRp,0.66,0.641,-8.658,0.035,0.533,0.0114,0.851,139.735,4,14
57,4dDTgx0tUaSepOCONb9RrP,0.796,0.653,-8.154,0.107,0.288,0.0375,0.799,100.06,4,27
58,7igDDKaYTMkV5xbse143IW,0.697,0.607,-9.771,0.0549,0.0984,0.139,0.705,112.141,4,6
59,3fnvElSyFC2xCc20sYTP5N,0.701,0.86,-6.727,0.0476,0.0101,8.95e-05,0.709,113.087,4,27
60,5H9tBfhicddZB01lOVuD9q,0.67,0.452,-9.628,0.03,0.444,0.876,0.433,119.094,4,17
61,3Y0O6CiCqe3iPfWCNXSnkq,0.693,0.557,-9.166,0.0435,0.00719,0.28,0.365,112.399,4,19
62,6oI7lWaQ1jfjDduxYblGOo,0.573,0.226,-14.767,0.082,0.825,4.4e-06,0.366,131.692,4,18
63,06fcOVvKx9y2mY9PiGeKVQ,0.46,0.624,-9.409,0.039,0.196,0.015,0.256,96.111,4,10
64,0fDFzVTG8c2fW9EM5f1RHM,0.561,0.895,-4.903,0.0529,0.766,0.67,0.634,86.808,4,20
65,3knjH2NQ4OC9pgXnoHKkmh,0.519,0.74,-7.7,0.0425,0.302,0.526,0.479,95.008,4,7
66,3DZfp14PTnqbFToBnCztfW,0.663,0.444,-11.214,0.0338,0.274,0.664,0.2,122.975,4,17
67,5Cjh9XUhSL4AA39p7y3qdP,0.557,0.341,-12.102,0.0344,0.939,0.00469,0.229,94.899,4,1
68,6JH2Z9YixSoQTgIoxx4w3P,0.598,0.657,-7.466,0.0386,0.0328,2.72e-05,0.194,114.969,4,19
69,2sHshROvRicHcj3pnXeovj,0.677,0.61,-4.124,0.0278,0.061,0.0823,0.638,99.975,4,28
70,1w7WAOQ65UjKpwhqB5rTNl,0.613,0.77,-10.304,0.0353,0.0542,0.0135,0.691,107.023,4,28
71,1I1IBDfNijHmOjYSCErerM,0.63,0.801,-6.434,0.0266,0.0683,0.135,0.317,103.713,4,19
72,5lwQGZYF4BXOzFtXc5zk8q,0.623,0.739,-8.116,0.0244,0.338,1.88e-05,0.642,95.007,4,28
73,6Bqa0hj0zakKc7gR601Cnn,0.496,0.738,-6.773,0.124,0.0301,0.0,0.634,90.571,4,28
74,6GEIpzW14NtOjqHejbcSRE,0.693,0.678,-6.914,0.035,0.00981,0.0924,0.776,96.981,4,28
75,31G7lCtzXKRZmf5wbkL1HC,0.528,0.342,-9.782,0.0253,0.914,0.476,0.135,73.924,4,16
76,2kkX9IzielZhUBybezdE0m,0.499,0.516,-10.846,0.028,0.185,0.0215,0.485,149.886,4,24
77,6Yl9Q888fSayfD5YngBD1m,0.542,0.744,-6.836,0.028,0.126,0.0155,0.546,142.065,4,5
78,1EXMtjti643XyQLiGDdki0,0.485,0.904,-3.48,0.0465,0.000775,0.0,0.898,92.067,4,28
79,7HbwnIlS0PIGHUackivPQs,0.63,0.799,-8.11,0.0701,0.00345,0.305,0.843,115.251,4,27
80,1g367bU5GiVMgAU2aW37d2,0.472,0.653,-6.484,0.0338,0.0435,0.075,0.525,139.887,4,24
81,1mJD7hr3BRIpo7uJdZ8NHz,0.593,0.511,-8.391,0.0373,0.595,0.00139,0.569,139.906,4,14
82,3DXHaJzqRCgv3rd5U9EoXU,0.829,0.435,-10.136,0.0515,0.0363,0.881,0.594,103.817,4,20
83,5gmv3BgePSYiHnPJgY7oTJ,0.752,0.844,-8.705,0.0398,0.0462,0.131,0.78,124.013,4,27
84,5N5NEi5Xoa6lMTSzWtVQTC,0.814,0.493,-6.767,0.205,0.818,0.0,0.931,87.777,4,4
85,2MzuBHUg1YLezoTZqfBfVl,0.649,0.404,-10.454,0.0311,0.789,0.000962,0.277,111.563,4,1
86,4XNska8wDJLpjbvXNebs5C,0.64,0.668,-7.025,0.0317,0.3,0.031,0.737,94.963,4,28
87,6I6Zjwlx4LSE1iojm94za1,0.535,0.503,-8.593,0.0351,0.0493,0.265,0.351,112.971,4,10
88,2dGXDL8P7ibb3uPdQ4ybuM,0.552,0.501,-7.742,0.0918,0.921,0.047,0.529,74.849,4,1
89,4BRa0vbg45PS43pkMsnXyb,0.447,0.322,-9.868,0.0448,0.623,0.00177,0.265,143.667,4,8
90,36YMA2zcgRbDdNhYHEAY0s,0.487,0.325,-8.989,0.0503,0.376,0.00504,0.157,117.884,4,24
91,0pLWhhkAGgDxvatdbHZkMv,0.674,0.902,-5.47,0.0613,0.0381,0.481,0.926,107.825,4,20
92,5T4j3Uv33fQO7tsR2lMl4y,0.51,0.595,-11.023,0.0383,0.0964,0.0186,0.632,131.762,4,12
93,2rY4NvZAyYJi8Gvcp0pSI6,0.315,0.774,-5.985,0.0508,0.0675,0.000463,0.459,74.697,4,10
94,6aLmvz0CPeCNHCXK2H5QIC,0.611,0.597,-7.864,0.0764,0.303,0.0082,0.385,147.507,4,24
95,41IcdEHjwDp65pVjOxODCf,0.54,0.484,-7.444,0.0364,0.439,0.000757,0.342,112.427,4,1
96,63VdDgvlj3rhpxuHoPmY8D,0.768,0.62,-7.17,0.0293,0.0432,0.0,0.961,120.892,4,27
97,3A5aeQBXcAuQO1AQlptyhQ,0.677,0.473,-7.69,0.027,0.542,0.837,0.153,104.984,4,17
98,2ILWmzH4G9Nsg9f63Me4LX,0.568,0.938,-2.203,0.0394,0.053,0.000234,0.369,156.051,4,0
99,1oOD1pV43cV9sHg97aBdLs,0.796,0.608,-10.936,0.041,0.499,0.887,0.907,108.756,4,20
100,54Ce8Gs58AF80COXWuSGHy,0.723,0.757,-6.455,0.0589,0.348,1.32e-05,0.704,89.969,4,28
101,75hwtYcghca6YKW4i6C6fP,0.537,0.414,-7.952,0.0404,0.218,2.1e-06,0.459,117.101,4,24
102,4sOqyIRocvZURPrjsOrn3x,0.78,0.81,-6.406,0.0472,0.000661,0.708,0.81,126.0,4,20
103,5hCM5P0D9kmvC0UaLLA0rP,0.514,0.589,-8.249,0.032,0.0655,5.44e-05,0.726,115.284,4,28
104,3MyQn1xBQwPtFJUUP7zB8s,0.42,0.686,-6.481,0.0368,0.0974,0.0287,0.624,204.234,4,21
105,1zPRp8SGQu5nATv2Telw2D,0.783,0.622,-10.373,0.0432,0.529,0.841,0.673,94.173,4,17
106,036mhHLlaQwnNbQEu5yW1S,0.78,0.546,-6.322,0.0443,0.554,0.0754,0.787,120.178,4,14
107,3ptTr5IwiVaLcRDqfIypMs,0.745,0.734,-9.835,0.03,0.0801,0.00471,0.777,119.634,4,6
108,5QS9GYw1lZtIIlfnCqNvgX,0.481,0.851,-4.528,0.127,0.0846,0.907,0.848,174.144,4,7
109,3lB0GMiI5KxDbTOG8V3bOx,0.529,0.894,-3.599,0.0412,0.308,5.38e-06,0.543,108.024,4,0
110,3fnL2JDgy4QD04araOl0eY,0.476,0.361,-9.312,0.0287,0.518,0.0,0.389,106.484,4,1
111,4ToGifNv7dLfAHXj9VHyKd,0.681,0.494,-11.052,0.0454,0.195,0.576,0.602,100.001,4,20
112,33T6ABvdB3P2iYOWJnBjsQ,0.651,0.695,-7.497,0.244,0.0714,0.498,0.543,92.981,4,4
113,0b3FB8b2fXSDgHLGppFJUN,0.723,0.551,-4.446,0.0365,0.605,0.00449,0.964,112.166,4,14
114,2qpnura5TUFPYVkXGaQzsl,0.408,0.41,-14.93,0.0536,0.604,0.724,0.328,88.863,3,29
115,0Vig48y7jXPKxeSYWX7QEe,0.756,0.647,-7.753,0.0364,0.0597,0.00161,0.776,136.021,4,27
116,5Oer8yskMaCGXwGSfM7xr9,0.681,0.257,-15.348,0.0695,0.597,0.0,0.566,115.867,4,23
117,7o76PBf6KmvWPo2sJtdSYt,0.763,0.753,-10.647,0.114,0.343,0.514,0.83,118.722,4,20
118,2qNJxMlONDZieqa2lCq0aU,0.739,0.797,-5.04,0.0336,0.00968,0.384,0.866,110.031,4,27
119,3TiCuJiisBOB9HzKAM6FDG,0.734,0.42,-12.036,0.028,0.188,0.242,0.462,94.161,4,12
120,2qTy3hGSbxoSenKmlKGHFw,0.527,0.716,-6.029,0.0616,0.0698,8.71e-05,0.331,99.426,4,10
121,5x19KF85NUG8HvzvKG0HNk,0.461,0.472,-10.443,0.0345,0.37,2.43e-06,0.252,129.102,4,24
122,05gZLyOQphrQN86Jn2urCP,0.843,0.448,-10.398,0.316,0.0126,0.000944,0.172,119.564,4,13
123,3YdKJzcoMZMacISlpY4QoP,0.552,0.313,-12.41,0.0296,0.916,0.0017,0.303,88.554,3,22
124,2HMu0epbw9zAnU39qnnwl5,0.215,0.569,-8.544,0.0348,0.275,0.821,0.331,85.304,3,29
125,0I14kyaTLkGpQVVMpnO5TC,0.495,0.747,-5.819,0.0396,0.0024,0.000197,0.563,97.23,4,28
126,1Mtwi6CmEHxkZvsNWR9qVE,0.608,0.514,-4.782,0.0451,0.23,0.226,0.313,139.647,4,24
127,7xAlRIQvhtqenZK8DK5TYz,0.576,0.646,-9.847,0.0442,0.086,0.61,0.197,152.88,4,7
128,4IKGHo0DeKpSN3VJo39iiT,0.576,0.383,-10.095,0.0266,0.145,0.0938,0.401,132.497,4,24
129,40o4ERHp4vdvJR9wmQTW24,0.516,0.412,-9.171,0.0273,0.0257,0.000551,0.324,135.205,4,24
130,2yVPiPjXhdc7GK4xwyWPpb,0.957,0.49,-7.526,0.0589,0.177,0.0153,0.984,106.919,4,6
131,6VRMB5pKcnI3IbhL47fMhx,0.483,0.416,-7.222,0.0314,0.19,0.728,0.417,101.909,3,7
132,2qEULlAbGvSJlyVAl4OiQk,0.619,0.708,-5.773,0.0235,0.224,0.00147,0.378,83.167,4,19
133,3yxA66wvutupETiIsAjuNP,0.335,0.395,-7.176,0.0369,0.745,7.99e-05,0.16,133.178,4,8
134,4W5ZiER2saVe1uo7bNTWbE,0.492,0.716,-9.592,0.0323,0.0239,0.291,0.132,126.967,4,24
135,3aunHlxc4A1qKJ6jRJDqdN,0.753,0.816,-4.862,0.0348,0.268,0.0172,0.729,166.076,4,5
136,13ukxpBh4Tra731pchaP4i,0.56,0.444,-9.664,0.0875,0.377,0.0,0.493,138.203,4,24
137,30l8jqVysaGj7bPcGSVUgD,0.826,0.423,-11.127,0.0446,0.762,0.0691,0.891,100.037,4,23
138,7tKhwWzBMFdjCOtikZ6Rss,0.625,0.365,-11.442,0.0268,0.989,0.057,0.321,104.925,4,1
139,1EejewdUc2FOJqPNIil1PP,0.593,0.67,-6.368,0.0798,0.115,0.000295,0.697,97.845,4,28
140,54qG9hpUjLgkgTJQ9qvB1P,0.633,0.417,-9.11,0.0265,0.3,3.06e-06,0.506,81.976,4,12
141,2ZssXuZfktUr4MMDzEWD2Z,0.799,0.496,-8.304,0.0391,0.0927,0.00293,0.5,99.023,4,19
142,6nF10SdhHFoplBPcynWYcI,0.668,0.742,-5.902,0.0593,0.498,0.0221,0.676,106.015,4,14
143,2qa9l4SDOEWGokYbDB5IIh,0.721,0.515,-9.705,0.0607,0.00236,0.217,0.583,116.006,4,6
144,47rVmhBEJm7bJUYpNcCxsK,0.5,0.758,-6.891,0.0363,0.582,0.00376,0.639,99.96,4,14
145,7cs7MLtAWvsdf3w5kBvfK2,0.508,0.33,-14.071,0.0265,0.259,0.154,0.101,96.818,4,12
146,69Wh0ipeW1z2x78lOpsKuL,0.482,0.841,-4.165,0.0982,0.0129,0.233,0.567,176.069,4,21
147,2hdRbH9bO5VYuD9GDfUA3W,0.768,0.285,-10.314,0.0346,0.556,0.488,0.306,130.093,4,17
148,4g1LEUNAre7Ck4ZEu24EYh,0.752,0.315,-7.459,0.0323,0.675,7.66e-05,0.524,109.614,4,1
149,421Gp1eSmOIcD6alTWowFR,0.8,0.024,-20.703,0.0524,0.963,0.207,0.309,148.57,4,18
150,3YA509E9ki7a3Ic9cf25Vt,0.464,0.57,-10.274,0.04,0.24,0.00121,0.548,170.556,4,15
151,2zl39AMYwO0jL9SRBBWK6V,0.451,0.849,-6.832,0.031,0.00685,0.417,0.346,87.156,3,3
152,0Zf7Kq3n93Uo0GTgqmqlVq,0.56,0.427,-6.422,0.0362,0.531,0.00348,0.34,132.812,4,1
153,4KF92hpwTpYBC8rdfKd7Po,0.675,0.511,-9.208,0.0415,0.175,0.0261,0.569,114.201,4,19
154,5tHSY6tZR411ZTOTh2g2ks,0.38,0.537,-8.183,0.0383,0.00263,0.0658,0.386,124.375,4,24
155,2EVU34O5d1fbpumMYG7ckt,0.573,0.563,-10.646,0.0804,0.0932,2.1e-06,0.134,121.75,4,24
156,7DxMlNYNIOyVhQQBsVvUWI,0.484,0.743,-6.005,0.0668,0.0677,1.37e-06,0.397,109.113,4,0
157,47wq2z7KMHDRnoSMdZODUA,0.698,0.542,-4.317,0.131,0.132,0.00117,0.664,140.096,4,19
158,6xwYT58ijIF4XINXqad3K1,0.546,0.643,-6.944,0.0334,0.025,0.554,0.278,128.058,4,7
159,6kRWKIECPZJj3b1QrDAuq4,0.38,0.93,-5.966,0.055,1.73e-05,0.271,0.664,170.037,4,21
160,6pGMi0hu2oMZHsL8y0zfxJ,0.656,0.324,-12.341,0.128,0.19,0.63,0.11,80.982,3,29
161,2VIzQyzmx4qMtrtjqPebIN,0.686,0.532,-8.142,0.0272,0.0331,0.0695,0.252,105.969,4,19
162,0mEW922gAIJrHrvTNZyEtu,0.613,0.725,-9.031,0.055,0.555,0.0,0.768,76.594,4,14
163,5NrliIiyXWIYOMfxrOxWfU,0.499,0.475,-8.737,0.033,0.369,0.000679,0.476,121.243,4,24
164,5aLD8CPaEu3Cj9ZcAqWWA6,0.425,0.769,-4.765,0.0465,0.00147,0.266,0.903,129.452,4,5
165,5FkJHVudUByVjanCqFXRql,0.578,0.6,-10.491,0.0322,0.0677,0.417,0.0392,140.021,4,7
166,6HhVHZTzhjvS5erfCm4roh,0.694,0.788,-9.679,0.0299,0.222,0.554,0.569,98.089,4,20
167,5MXXbGYNmRHR7ULMvZYo5R,0.727,0.548,-7.393,0.0291,0.0621,0.516,0.929,107.826,4,20
168,0mb5Q9w5GJKU7HClkEzHpy,0.519,0.732,-6.371,0.0466,0.166,2.78e-05,0.734,173.347,4,15
169,7tJnTJkOZL5WV30OhvMeAx,0.714,0.636,-8.416,0.0307,0.0815,0.131,0.933,112.511,4,6
170,6PNz453uZMEmXArP0iDKAl,0.749,0.779,-5.786,0.0845,0.178,0.101,0.844,109.429,4,27
171,1bShWI36VQ686EHVo3uxS3,0.617,0.766,-9.0,0.0452,0.0314,0.0406,0.696,98.651,4,28
172,2E5vl5eF4M4QbaADGegVDP,0.422,0.21,-18.32,0.0375,0.885,0.00273,0.343,86.872,4,18
173,73TMLGYWHbHfUAhQJnF4Jz,0.574,0.395,-10.284,0.0349,0.735,0.00138,0.59,121.664,4,1
174,6fvIzrJ6boUDFF19fH4S2s,0.424,0.438,-15.192,0.0529,0.064,0.0,0.924,175.139,4,15
175,6GDjRGJdHG1QYQ8ArXxdr1,0.825,0.801,-7.957,0.0564,0.142,0.000598,0.465,130.473,4,19
176,5rBOnJ6LJp7JNosDV3TcgO,0.304,0.618,-8.913,0.0567,0.0572,0.322,0.335,149.777,4,24
177,2sSdtJhzBYI7dcKICUBHC4,0.486,0.495,-9.056,0.0385,0.466,0.821,0.326,146.311,4,17
178,1YNmZ5yv2hPHK0JqgkptKd,0.292,0.599,-8.707,0.0328,0.000141,0.00296,0.26,159.996,4,24
179,7I5eQZFdlPV8LZWH2FeqaW,0.772,0.409,-15.061,0.0355,0.0896,0.252,0.495,125.476,4,12
180,5f6K4GpHnoSz5WzOhZf61e,0.788,0.368,-16.292,0.0462,0.358,0.473,0.535,120.2,4,17
181,2d7R8lUFB3kOl5cJVdIEka,0.596,0.895,-6.647,0.0915,0.00936,0.0139,0.292,125.653,4,0
182,3QwN6nANXiVnexlOMXQNp7,0.705,0.342,-13.209,0.037,0.409,0.00185,0.274,79.904,4,12
183,5GX3fBrtiHlPBo93yRoECA,0.524,0.482,-8.551,0.0486,0.00322,5.79e-05,0.575,114.708,3,3
184,5FQ1ZPkIyYss4XhhDBvnC5,0.201,0.647,-6.842,0.0363,0.000926,7.9e-05,0.32,115.609,4,10
185,1Fqa1DbKbangJTaarhYCpm,0.642,0.728,-6.61,0.0334,0.0273,0.346,0.632,129.236,4,5
186,5bCzyMvtNjYjUzLtrpvqYo,0.323,0.317,-11.284,0.0292,0.663,4.87e-06,0.282,75.445,4,16
187,0A449X6twasfhYiCQVoOgA,0.627,0.478,-11.919,0.126,0.645,0.0123,0.382,74.594,4,1
188,2r8rfQL6X43isLNNBTMGxB,0.732,0.588,-8.139,0.0443,0.257,2.32e-06,0.729,117.449,4,6
189,5eFVSrqOcsWDLiNmN28Xbg,0.238,0.316,-12.32,0.0321,0.326,0.00169,0.292,70.401,4,16
190,1lt6dbgU0eFGxDKZOjfXj4,0.382,0.314,-13.097,0.0263,0.484,0.266,0.506,101.395,3,22
191,15tCr1lkfX2dh6Tm8Yzvg2,0.68,0.305,-10.436,0.0307,0.655,0.496,0.201,85.037,4,17
192,5lCyg2ZTw4kf8gmxXWuxDu,0.446,0.816,-6.507,0.0322,0.466,0.81,0.506,170.092,4,7
193,4hhThlUXTGxKaAlo27LRIn,0.16,0.212,-15.679,0.0522,0.987,0.0467,0.0354,172.472,5,8
194,4i6zgw2Yw6cYgQqjPXDgKq,0.786,0.193,-12.481,0.0328,0.687,0.0196,0.311,91.076,4,1
195,2blOXai13SQaV5X0jqg4Ff,0.548,0.81,-7.098,0.036,0.0672,0.495,0.414,98.003,4,7
196,6ngeEvA6aq0e8f1KyGTTGR,0.645,0.295,-10.925,0.0491,0.887,0.0137,0.236,82.599,3,22
197,1Qj4H2YJp83dd4ATpXN4UV,0.394,0.235,-13.567,0.055,0.459,3.97e-06,0.264,80.368,4,16
198,7jL5aGalMaZRfnJ9jasABT,0.429,0.687,-7.386,0.0382,0.00311,0.00217,0.224,105.034,4,10
199,0LuCswQI54QlK6EVez06Bw,0.386,0.856,-3.905,0.0579,0.000102,0.534,0.429,78.407,3,3
200,5L2STOBiS00u7q4aLtRjKK,0.431,0.233,-15.242,0.0288,0.832,0.848,0.085,81.183,4,2
201,4vsoWZcvtvSsE0OiVvDDvX,0.604,0.573,-7.804,0.037,0.289,0.0406,0.581,107.862,4,19
202,7xHV54aQj5PLQGjeqch1y5,0.334,0.488,-10.224,0.0341,0.499,0.278,0.0841,111.789,5,16
203,0o7aA8TNb6zHreGzcDsSU1,0.434,0.576,-6.407,0.0361,0.63,0.0,0.447,112.661,4,1
204,7wXJyWtRktzx7shORVNX5B,0.694,0.838,-6.942,0.0465,0.271,0.00326,0.809,109.976,4,27
205,19K3lUMJmOdeuOBTrbLm19,0.549,0.859,-3.993,0.0361,0.0964,2.36e-05,0.69,77.013,4,28
206,1iJdIZU5Ffgixa92wrcZZC,0.633,0.565,-11.125,0.0614,0.856,0.00542,0.77,109.951,4,23
207,1ntGJDSakqsaw1KhptKrB5,0.359,0.272,-8.393,0.0294,0.812,0.0,0.254,109.249,3,22
208,6dO3t1e3pb7sxyDQbDyVNX,0.803,0.549,-7.613,0.0476,0.0317,0.0207,0.566,129.392,4,19
209,56mfKXvVWU1stuCjTq5g9J,0.581,0.467,-6.767,0.0237,0.0135,0.054,0.459,82.363,4,10
210,1ei4Cg4zYN2y17CAvjETSM,0.687,0.373,-13.988,0.101,0.000186,0.0117,0.495,110.504,5,12
211,2enPRFda84VE2wtI8c86Uf,0.174,0.742,-5.93,0.0485,0.00181,0.281,0.36,163.378,4,21
212,1EFsKhZXfAftEYLR1iAyh2,0.352,0.586,-9.677,0.0498,0.015,0.0678,0.369,101.172,3,3
213,3AJVPZCNr727cZTzw628td,0.365,0.341,-9.944,0.0361,0.194,0.271,0.21,126.826,4,24
214,7rzGSO0oimCTiqkOlJDVVj,0.658,0.0742,-17.711,0.0961,0.979,0.000736,0.362,161.312,3,22
215,1SHB1hp6267UK9bJQUxYvO,0.484,0.75,-4.176,0.0685,0.697,0.862,0.467,159.992,4,7
216,0ORYA6kaMWPKtHDPcea16a,0.339,0.309,-13.419,0.0325,0.33,0.0151,0.181,131.846,4,8
217,36cPAjE8pUyFKoAqOuNpew,0.612,0.716,-7.995,0.0256,0.0505,0.00462,0.802,168.062,4,15
218,44w1Bm0NdhGmPWJVaVovQO,0.634,0.725,-9.486,0.0288,0.00576,0.36,0.444,108.021,4,19
219,55wFWMMMlQySEShcYVscqc,0.256,0.361,-9.677,0.0305,0.728,0.924,0.0438,153.004,4,17
220,2b4nAtGKMuUMuvH203xngH,0.496,0.776,-4.968,0.0321,0.0638,0.11,0.599,150.031,4,5
221,2fMUHAZoqHjscGlC8NVzqX,0.423,0.72,-4.753,0.064,0.0286,0.000219,0.433,176.959,4,21
