,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,time_signature,cluster
2130,3BWUfPHPz38ZnHOjK2KGHJ,0.461,0.839,-4.997,0.0551,0.0257,0.0,0.557,145.143,4,21
2131,7pjM7hTfLcoZBf4bkTNMiS,0.416,0.659,-6.495,0.0375,0.00149,4.07e-06,0.171,125.674,4,24
2132,1fEgtkMkRbNN1aaxHTmTMY,0.511,0.728,-5.172,0.0315,0.0233,0.0,0.351,135.984,4,0
2133,7CQXyFX44CXmnuq8Bi9Dyc,0.542,0.492,-11.927,0.0256,0.467,0.00105,0.58,103.064,4,12
2134,5CGpPUcUahMuLzkNK9ZgPP,0.24,0.615,-14.117,0.0677,0.171,0.0125,0.768,166.657,4,15
2135,0ToHhkK4qtwEyKOxhQpMbJ,0.442,0.529,-10.94,0.026,0.261,0.0157,0.749,79.194,4,12
2136,36vTL8WP4ZoD1bbUaW0V3E,0.545,0.467,-10.862,0.0305,0.491,0.175,0.444,113.713,4,1
2137,34K7nU8EWQIRI93RfqhdRJ,0.64,0.874,-5.772,0.0317,0.164,0.000141,0.965,128.395,4,27
2138,22CIOfLZB9z8He7WgHYAgH,0.623,0.68,-13.255,0.0282,0.0056,0.000425,0.737,129.713,4,6
2139,0NIRG3SEn2Zf88o3qHJil5,0.707,0.906,-5.771,0.0309,0.0368,0.000968,0.97,112.837,4,27
2140,2ZOTtG7v1OrSNs6EINIGb4,0.465,0.865,-9.573,0.098,0.018,0.00135,0.677,117.528,4,5
2141,4m6KlFD4eMiQFzh4IVVFVm,0.386,0.536,-14.151,0.0546,0.229,0.0123,0.31,133.451,4,24
2142,5xjfkVdgqRPLhsgAcnlxnw,0.637,0.681,-11.314,0.0309,0.168,0.508,0.918,128.807,4,20
2143,23DZLSxCK6kM8FF2RlzKDl,0.669,0.52,-10.136,0.0345,0.245,0.00535,0.634,104.812,4,6
2144,5zoNSfsRYFFWiNxidyb8zB,0.626,0.775,-10.343,0.0653,0.00222,0.00053,0.847,108.74,4,6
2145,3wtMkvedoWMQ3XTKv7tqcZ,0.838,0.757,-5.399,0.0927,0.059,0.0119,0.602,124.65,4,27
2146,5moTxUGPZXgGmosl4rIELm,0.359,0.949,-7.649,0.101,0.0556,0.000396,0.212,134.118,4,0
2147,2AxCeJ6PSsBYiTckM0HLY7,0.214,0.91,-6.662,0.389,0.477,0.00833,0.448,175.549,4,9
2148,7aMLQavs9eIki5fllOn4sx,0.708,0.171,-20.71,0.2,0.922,0.00775,0.619,75.192,4,18
2149,2R6UrJ8uWbSIiHWmvRQvN8,0.511,0.97,-3.72,0.0414,5.6e-06,0.00136,0.566,132.986,4,0
2150,7l71t0NxtRMm8mpcSkruB7,0.785,0.734,-11.003,0.0413,0.0558,0.00077,0.975,119.818,4,6
2151,2z7xtlgcHFjAPFCYgQLxUN,0.503,0.528,-9.88,0.0276,0.321,0.0,0.623,136.649,4,24
2152,4BzypjTz1Ziwsy3tby1PcF,0.481,0.949,-10.451,0.0421,6.44e-05,0.000353,0.881,134.299,4,5
2153,4mcZYzoGwPRDdhWVlygiHf,0.579,0.705,-4.911,0.0339,0.0273,0.0,0.761,116.173,4,28
2154,3A6Ty55vQ1NC06EiB1fi9z,0.293,0.933,-8.082,0.0701,0.000109,0.145,0.837,150.994,4,21
2155,1TNR7z73KetwM534EiDCoy,0.495,0.463,-13.277,0.0257,0.186,0.378,0.637,88.638,4,12
2156,6S0TkUP6XuZOL7kRZwynG5,0.535,0.712,-12.314,0.0375,0.051,0.00307,0.883,92.903,4,6
2157,257EmSAWvEU7uID53pBep3,0.467,0.246,-6.241,0.034,0.798,0.0,0.302,117.739,4,1
2158,5wbSCgwv8KpDKD4ifL0BLg,0.566,0.577,-9.719,0.0711,0.00866,0.00896,0.961,71.328,4,28
2159,0e17OFidbbC7GYP2KFxhct,0.501,0.765,-12.47,0.0489,0.0215,0.00182,0.548,150.581,4,15
2160,5WHY6S6FO0bdRNd8xYxyAG,0.386,0.711,-12.448,0.0361,0.00341,0.000118,0.771,160.193,4,15
2161,23yv078f5kc08Kj6DMpO0t,0.641,0.531,-13.691,0.0496,0.0256,0.000248,0.846,145.886,4,6
2162,1gKmnrz6SzJlGMNRKBLx1V,0.47,0.796,-12.055,0.0517,0.0792,7.35e-05,0.909,161.414,4,15
2163,43niiTshfUdTN32wHykv7h,0.805,0.547,-15.34,0.0419,0.45,0.16,0.751,102.413,4,23
2164,3Xe4JagghOfs9NF1xaqbb8,0.52,0.734,-10.375,0.0375,0.117,0.0,0.732,135.17,4,5
2165,7p2nDXhvIChoTJegqltnnf,0.738,0.467,-14.978,0.225,0.02,0.0,0.7,121.786,4,4
2166,5YUJMvTg4AWHKjqQidTsGK,0.266,0.831,-9.07,0.0453,0.000862,0.0,0.778,175.514,4,21
2167,09r8CNc94rtWOPAi63cIjp,0.832,0.485,-11.773,0.0484,0.0608,0.00588,0.962,122.349,4,6
2168,059LGQd42y87hQMHQyJGSU,0.206,0.7,-9.682,0.0469,0.0172,0.00582,0.317,172.338,3,3
2169,5NERbS7923kF471NLKDZkB,0.403,0.764,-8.554,0.0451,0.0221,0.17,0.196,138.725,4,24
2170,7rcKKQTJLSno5RRDXbskGN,0.246,0.368,-13.564,0.0363,0.0819,0.0,0.181,71.376,4,10
2171,4hCTkoKdslFNGX1WIkh6wx,0.407,0.396,-10.502,0.0383,0.746,0.737,0.276,86.441,4,17
2172,64D3dzWyj0GpQT1AHx4kbK,0.53,0.861,-4.67,0.0372,0.0175,0.0177,0.844,130.476,4,5
2173,4CWgqHRJjDLd2PCedMz8eY,0.491,0.686,-8.22,0.0289,0.0236,0.263,0.437,103.715,4,10
2174,6JvEXmRh3l2acBzvqavgT9,0.435,0.88,-8.451,0.0448,0.00265,0.0014,0.593,91.116,4,28
2175,2mv6GY70UsHiTCGQZ4JfgC,0.731,0.875,-6.393,0.0457,0.000367,0.858,0.164,112.78,4,7
2176,003vvx7Niy0yvhvHt4a68B,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.236,148.033,4,21
2177,5A1FmxbYVRZKy4nc16MAue,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.374,153.398,4,0
2178,20I8RduZC2PWMWTDCZuuAN,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.527,104.561,4,10
2179,4baAwbpkroYCwSIlaqzNXy,0.526,0.776,-4.169,0.0852,0.000431,0.0157,0.524,131.194,4,0
2180,4KspXoCVJXGY1VrvEe1Hdm,0.211,0.849,-3.994,0.116,0.00605,0.000436,0.59,175.616,4,21
2181,6PwjJ58I4t7Mae9xfZ9l9v,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.689,138.081,4,5
2182,75D3n6wnFQmu1HVmLAlWM4,0.395,0.979,-3.241,0.0766,0.0243,0.0,0.41,158.842,4,21
2183,0WQiDwKJclirSYG9v5tayI,0.523,0.769,-5.855,0.0269,0.04,0.0,0.876,136.162,4,5
2184,2TYC9SaRhYypUQzB1ZVTG2,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.173,137.028,4,24
2185,4juzduULFJiZVIcrC1tkxE,0.575,0.936,-4.913,0.0512,0.000128,0.0146,0.879,150.234,4,5
2186,244AvzGQ4Ksa5637JQu5Gy,0.574,0.694,-4.697,0.0327,0.00481,0.0,0.401,109.85,4,0
2187,3JnWgwQPW2bIqehd4FFYXT,0.402,0.577,-6.123,0.0341,0.0899,0.0,0.539,95.371,4,10
2188,1bCmvezFg5MRcENzCGG1Cy,0.511,0.815,-3.14,0.144,0.0491,0.0,0.586,154.514,4,21
2189,2sgBTNHz9ckmqj3rx3ez4M,0.447,0.937,-2.811,0.0492,0.00768,1.33e-05,0.431,93.452,4,0
2190,5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.369,130.198,4,0
2191,62XRqyhZP1vYNoD7WMTtiW,0.261,0.905,-3.483,0.039,5.5e-05,0.262,0.379,173.782,4,21
2192,13bEwk7dTy0RdOAY3ZNNBD,0.606,0.532,-4.173,0.0248,0.0956,1.27e-05,0.695,95.315,4,28
2193,305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.537,105.046,4,0
2194,0L7zm6afBEtrNKo6C6Gj08,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.101,103.16,4,0
2195,5IX4TbIR5mMHGE4wiWwKW0,0.437,0.695,-9.447,0.0617,0.00111,0.0857,0.413,102.178,3,3
2196,469rBLYJUZHMJLtq2Wch3h,0.313,0.882,-6.215,0.0355,0.0346,0.338,0.3,103.981,4,10
2197,4OHVCeQYPncEwZOtNAJZZx,0.542,0.627,-7.105,0.0243,0.0794,0.000517,0.814,89.734,4,28
2198,4VP8QiCeaZq8BeTIUrMQOG,0.677,0.916,-4.102,0.0296,0.0086,7.68e-05,0.878,104.78,4,27
2199,2KCJYwlBWxdlwyIYckIf6V,0.579,0.954,-3.947,0.0558,0.583,0.0,0.583,93.448,4,28
2200,6gQUbFwwdYXlKdmqRoWKJe,0.54,0.982,-2.962,0.0458,0.435,3.37e-05,0.91,126.294,4,5
2201,7zrHnJ87htwgS20PzFmgTr,0.395,0.955,-3.799,0.0488,0.00962,0.0,0.658,140.219,4,21
2202,56dtB7EzO7EneUgYwX8krC,0.606,0.908,-5.736,0.037,0.00532,0.823,0.773,130.12,4,20
2203,2sm7wdi1oNxdzGSVcgcl7c,0.634,0.649,-10.489,0.0431,0.0137,0.000876,0.902,128.235,4,6
2204,2ciMJGCDW70hqq18Vgui68,0.627,0.873,-5.415,0.0311,0.00804,0.000583,0.628,123.113,4,5
2205,587bVBCHYW5Q2VNRLig4AS,0.656,0.601,-7.734,0.0389,0.0553,0.0667,0.576,117.296,4,19
2206,61gWgIkR2YtkIet9XjUc7X,0.512,0.96,-4.119,0.0796,0.00734,0.0479,0.956,165.52,4,5
2207,5VfgDw3oOzcNoszDwkLQhH,0.638,0.756,-5.916,0.0483,0.0157,0.176,0.837,136.557,4,5
2208,0Q56LPrOBBRbh0XfyqbhXR,0.57,0.745,-10.266,0.0423,0.00409,0.39,0.865,125.906,4,20
2209,12yHvSYFXI7PGzNecUvIDu,0.513,0.979,-6.362,0.0425,0.0195,0.0951,0.94,152.875,4,5
2210,5rnMgctZxjKDNdqrVqg7Bm,0.444,0.697,-5.549,0.0281,0.0659,6.09e-05,0.36,142.971,4,0
2211,7Im5F8fliiF16D2te5rYNv,0.398,0.839,-4.546,0.0922,0.361,0.0001,0.468,128.452,4,0
2212,5v1osKVFv3rXWb1VJDO9pW,0.492,0.759,-6.938,0.0511,0.0321,0.00224,0.522,132.547,4,0
2213,3uMmllZo1AfoEnVT4ENCD3,0.307,0.909,-7.08,0.0574,0.135,0.0336,0.443,173.674,4,21
2214,27WqFiOFm2u1hax2ksdyqK,0.32,0.732,-9.957,0.0666,0.371,0.622,0.458,188.02,4,7
2215,2c1ccPqUnFYD8W7LY65bKG,0.507,0.886,-8.889,0.0873,0.0546,0.363,0.826,134.719,4,5
2216,60ifqqPhbselSwXyGrGyMK,0.533,0.313,-13.007,0.0298,0.386,4.64e-06,0.225,133.615,4,8
2217,3bLfteEOjNnH7Gpa2NgSlF,0.557,0.903,-12.029,0.058,0.000672,0.0052,0.908,121.267,4,5
2218,0CoockzKplqmJ6bCCFc9zc,0.646,0.619,-4.468,0.159,0.157,0.297,0.564,137.424,4,4
2219,0DnGfA1r8pAssJCuq4ojla,0.189,0.39,-14.497,0.0353,0.257,0.000152,0.32,169.563,3,3
2220,6G3NoUqDpqD3Rgfel2pD6s,0.789,0.411,-14.73,0.049,0.409,0.583,0.39,104.352,4,17
2221,43LjRHyyetSWnPpW7CWThG,0.547,0.636,-10.948,0.0314,0.0582,0.0,0.816,114.061,4,6
2222,0EOTFIX60ua9qt8pel84tA,0.453,0.59,-7.77,0.0248,0.0613,0.0,0.434,109.919,4,10
2223,4jLv3tDBu8ww2R07DvL12s,0.667,0.699,-7.574,0.026,0.42,0.000442,0.655,118.567,4,14
2224,7tLTov4Ax1pyGcaV4qWrP5,0.647,0.842,-6.331,0.0308,0.056,3.41e-06,0.777,123.376,4,5
2225,3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,-6.406,0.0582,0.148,0.000297,0.42,95.826,4,0
2226,6LbbHFEajG9e4m0G3L47c4,0.543,0.715,-8.89,0.0356,0.0192,0.0,0.468,124.011,4,0
2227,23IJ5wLRhEZ9DOuia5mPiZ,0.651,0.648,-11.409,0.0501,0.262,0.0042,0.49,156.372,4,15
2228,0cJPLFrlV7TTCyPLupHzcH,0.686,0.92,-6.231,0.0566,0.301,0.27,0.225,135.027,4,0
2229,4o6k1XHlrIZay8v1m5VU83,0.373,0.903,-4.49,0.083,0.00077,5.86e-06,0.43,109.121,3,3
2230,3ear11tYbMEmNDm2lxZTqL,0.513,0.875,-4.819,0.0336,0.000139,3.28e-05,0.677,151.986,4,5
2231,5x53pbGk6sbl1BGom19QQ5,0.625,0.35,-8.395,0.0436,0.398,6.76e-05,0.69,113.688,4,23
2232,17S4XrLvF5jlGvGCJHgF51,0.651,0.766,-9.935,0.0299,0.206,0.00103,0.949,116.74,4,6
2233,5yAu4njFSdM47dfsTkQPZ2,0.471,0.956,-6.371,0.0403,0.000596,0.62,0.715,169.798,4,7
2234,41pOIT2t1rvr2Trg1HQChZ,0.358,0.921,-2.467,0.0695,0.171,7.64e-06,0.476,139.256,4,21
2235,7GRUpcvSQM9HrnC2CjYPG4,0.341,0.324,-11.864,0.025,0.13,1.11e-06,0.321,78.662,4,10
2236,468OjJdSYyN77e1tYj4O6Y,0.401,0.778,-7.773,0.0437,2.42e-05,0.144,0.721,131.145,4,5
2237,1QeEpsDDPWTu3pKOLro0La,0.639,0.812,-8.785,0.0308,0.133,0.712,0.785,128.718,4,20
2238,5XNpdKmlLJPUbwKQceX2tW,0.475,0.383,-14.202,0.0375,0.362,0.749,0.524,114.709,4,17
2239,5MtN38MGEWJt60LwtBmFNP,0.256,0.423,-11.994,0.035,0.000788,0.402,0.441,173.27,3,3
2240,5Absh0SFkQCD0tZKJUFBtX,0.53,0.902,-6.48,0.0812,0.0855,0.0,0.595,128.723,4,5
2241,1YrnDTqvcnUKxAIeXyaEmU,0.398,0.93,-6.76,0.0615,0.000854,0.121,0.725,190.818,4,21
2242,4TQeNHx85xcP9YRkvJC6K1,0.745,0.972,-5.598,0.0316,0.346,0.0,0.968,123.067,4,27
2243,3620P9KJS2PDebJ9ABFitc,0.303,0.648,-11.101,0.0347,0.00226,1.49e-05,0.305,180.898,4,24
2244,2x5IXUFOcvvBUtEpnCBNlp,0.572,0.913,-4.26,0.0362,0.0753,1.5e-05,0.561,103.265,4,28
2245,21rz5LMBiIpQWRGQcb0xIg,0.282,0.874,-7.882,0.0552,0.0248,0.0,0.389,145.222,4,21
2246,7FgbQic8QQIYcVVyZVzkTg,0.491,0.57,-15.369,0.0402,0.177,0.00435,0.389,131.602,4,12
2247,0Oulc9MRpAzNfZCdECticc,0.599,0.845,-9.012,0.0342,0.303,0.00046,0.699,134.903,4,5
2248,6NVkyKUanFoQoM64picz7a,0.506,0.526,-17.398,0.0393,0.0176,0.114,0.497,128.835,4,12
2249,5izGeTxueiFX1UPFGohY9w,0.702,0.578,-13.415,0.031,0.382,5.89e-06,0.975,111.617,4,6
2250,5lmGgOaixbwKHtpTzjJoqx,0.732,0.494,-13.571,0.0406,0.299,0.205,0.799,126.986,4,6
2251,4hupcimlg3UBbW1kAQ6vrT,0.524,0.553,-10.767,0.0292,0.831,0.0,0.517,104.578,4,1
2252,7HIG9Utsra6sL79nA1Tn0y,0.548,0.778,-6.367,0.0551,0.279,0.0247,0.969,120.37,4,5
2253,5hbxfDA0SZbyIilb9NUjqx,0.608,0.213,-16.502,0.0291,0.925,0.243,0.111,93.689,4,18
2254,4bO6DljpuAeQh6HS20i0I5,0.642,0.766,-6.82,0.0401,0.0407,0.000103,0.593,134.185,4,5
2255,26fF37DpBVguwC0Uqf069x,0.737,0.826,-6.185,0.033,0.213,0.00374,0.625,108.106,4,27
2256,2VmyLy2HQlkevZYboXHM5O,0.267,0.81,-6.189,0.0418,0.00019,0.018,0.267,127.673,5,0
2257,2F1fnE1a8zQCogM6jJifHH,0.717,0.588,-13.953,0.0535,0.331,0.0,0.852,131.537,4,6
2258,1syhTK7LlvpeWdZNsZARP0,0.799,0.714,-9.472,0.0421,0.286,0.0,0.67,123.207,4,6
2259,16x9viSmRS3PII71Pdeowc,0.204,0.896,-5.931,0.049,0.00266,0.0,0.653,90.6,4,10
2260,0cO7JEo8deKuQMWpDyjenY,0.463,0.629,-7.075,0.0269,0.0524,0.0,0.459,81.797,4,10
2261,15tHagkk8z306XkyOHqiip,0.32,0.917,-5.903,0.0771,0.0717,0.0,0.715,190.757,4,21
2262,48UPSzbZjgc449aqz8bxox,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.328,96.483,4,0
2263,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.599,104.655,4,28
2264,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.513,123.229,4,0
2265,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.547,88.969,4,28
2266,2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.197,91.959,4,19
2267,7ritPWOWvsthxFDxOz1OjH,0.295,0.878,-5.034,0.0541,0.00112,0.191,0.295,165.083,3,3
2268,10nyNJ6zNy2YVYLrcwLccB,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.118,76.426,4,10
2269,2L1yuPvbfQGgYFu4OPf1cR,0.236,0.948,-5.621,0.25,0.0428,0.0885,0.0983,84.768,4,10
2270,2aC8wwfrM0YeTAzzk8hxqC,0.565,0.902,-7.579,0.0725,0.0132,0.0,0.544,133.11,4,5
2271,4j3obTRIyR7QzvdeQz9vaO,0.302,0.854,-6.619,0.0757,0.102,1.45e-06,0.589,156.278,4,21
2272,67e6pvKkhPV3C2kJKYkyQv,0.546,0.451,-11.466,0.0287,0.141,3.87e-06,0.339,140.131,4,24
2273,2TSd55BFGI75LVW00mm3c2,0.395,0.566,-7.379,0.0387,0.23,0.0,0.757,203.337,4,15
2274,5GjPQ0eI7AgmOnADn1EO6Q,0.581,0.28,-9.091,0.0381,0.936,1.56e-05,0.813,137.831,4,23
2275,4BRkPBUxOYffM2QXVlq7aC,0.469,0.596,-8.348,0.0749,0.0101,0.0,0.783,133.586,4,5
2276,1ob06Ol8FMIPQgjpg7bMyk,0.394,0.64,-8.992,0.0488,0.164,0.139,0.574,164.626,4,15
2277,06ypiqmILMdVeaiErMFA91,0.754,0.571,-8.547,0.0421,0.0173,0.0,0.82,122.463,4,6
2278,1H7gMYGykdtwZOV6s1N0by,0.425,0.369,-11.876,0.0379,0.183,0.00126,0.65,176.625,3,3
2279,5SUlhldQJtOhUr2GzH5RI7,0.534,0.624,-9.589,0.0462,0.00797,0.0,0.687,121.402,4,5
2280,0Bs0hUYxz7REyIHH7tRhL2,0.166,0.831,-8.469,0.0894,0.000606,0.846,0.281,167.518,4,7
2281,3J2RmOkB4VRBv4N66Nor0y,0.361,0.857,-6.6,0.163,0.0341,0.00624,0.523,95.114,4,0
2282,2YsKxAJKUJx93BKxzQ3RTr,0.643,0.605,-6.998,0.0295,0.126,0.0,0.794,112.057,4,27
2283,5od7xyJpszivAXNkBc5SL8,0.318,0.53,-6.521,0.0369,0.0907,0.0,0.423,137.423,3,3
2284,3liuLCzIoOhduPXp8kbHHA,0.598,0.551,-6.909,0.0308,0.0913,0.0,0.817,121.959,4,6
2285,3CdDBopz2XipdS5ICzhWHN,0.58,0.695,-5.49,0.0252,0.00624,0.0,0.69,86.822,4,28
2286,7DD7eSuYSC5xk2ArU62esN,0.534,0.725,-7.576,0.0332,0.188,0.0,0.763,95.003,4,28
2287,4F1AgKpuFRMLEgtPETVwZk,0.398,0.392,-9.05,0.0282,0.207,0.0,0.378,184.267,3,3
2288,70HNt0eoBVqr4ss68U8x3B,0.533,0.66,-7.694,0.0337,0.346,0.0,0.818,131.975,4,14
2289,7CZiDzGVjUssMSOXrDNYHL,0.519,0.85,-6.777,0.0678,0.0457,0.0,0.749,123.419,4,5
2290,7wC4EW11mBVxDK3xdC7FTf,0.492,0.628,-7.813,0.0439,0.567,1.07e-06,0.856,89.877,4,14
2291,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,-6.481,0.0371,0.137,0.0,0.797,138.514,4,5
2292,65vdMBskhx3akkG9vQlSH1,0.767,0.331,-10.777,0.0337,0.64,0.0,0.636,113.312,4,23
2293,3OtsmzTZs50ahEnHKVvozC,0.502,0.685,-8.679,0.0736,0.179,6.45e-06,0.805,157.394,4,15
2294,0uJyE3M3ecGZgzltsQKs3a,0.184,0.841,-4.723,0.0468,0.000811,4.47e-05,0.349,88.224,4,10
2295,0gdmDP6xy3ZV7JNoHWAN9k,0.542,0.91,-8.924,0.0873,0.00228,0.00524,0.775,101.774,4,28
2296,49wHCjiu34kM3VRgumQ1tJ,0.54,0.746,-9.412,0.045,0.13,8.73e-06,0.826,163.809,4,15
2297,3FgEerIxXNMRhY2KV5Kl44,0.522,0.695,-11.77,0.0393,0.000909,0.00741,0.658,129.723,4,5
2298,0mKzKaztvOigekC1VJQX4B,0.479,0.738,-9.599,0.0306,0.00294,5.68e-06,0.747,84.749,4,28
2299,7COcoiWy4fuz0nH2v8BkRD,0.369,0.54,-11.147,0.0321,0.0809,0.000149,0.915,170.004,4,15
2300,0P9M370uqlIjYcEiOGppAV,0.664,0.611,-7.834,0.0276,0.00382,0.000581,0.18,96.604,3,3
2301,0USXb7vV2uLFdhjBmxAIgk,0.439,0.822,-6.764,0.0695,0.0113,0.0,0.884,176.711,4,21
2302,6xVq4SrxJHWLLKq91ZeCqm,0.259,0.737,-11.487,0.0401,0.0657,5.36e-06,0.859,175.068,4,15
2303,0C80GCp0mMuBzLf3EAXqxv,0.457,0.904,-5.303,0.0747,0.000239,0.0879,0.48,141.038,4,0
2304,6DW7MN6DCVvTDjtcL5IM9a,0.458,0.745,-6.102,0.0316,0.00448,0.0102,0.632,172.719,4,21
2305,5eJ314ozT4CTPlyjdsGq78,0.272,0.657,-7.458,0.0293,0.000905,0.000345,0.4,174.637,4,21
2306,6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,-5.958,0.103,0.0192,0.00709,0.395,100.315,4,0
2307,2nIDPfhjHZP8UOXPenLZUC,0.344,0.796,-11.731,0.0407,0.00942,0.00186,0.601,96.95,4,10
2308,6EMImSrB2kkbz0ZHtMa7zj,0.524,0.91,-8.55,0.0628,0.00525,0.192,0.59,107.237,4,28
2309,2bgsFbiStgVqxOtQ4UK3Uf,0.434,0.938,-7.924,0.0533,0.000532,0.0118,0.717,147.472,4,5
2310,5wIoooIbEXIqIeH7DSZdf6,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.516,107.849,4,19
2311,77XlfkvXtMwppbEU5sku97,0.443,0.797,-5.329,0.0351,0.0526,0.0,0.521,123.428,4,0
2312,3iA4foXIFpekwHyma7pRs1,0.646,0.809,-3.99,0.0282,0.0854,0.0,0.588,139.2,4,5
2313,3fkPMWQ6cBNBLuFcPyMS8s,0.532,0.728,-9.079,0.0352,0.106,0.0108,0.69,134.303,4,5
2314,5p1V3RmExlxzUH5qB4UwAJ,0.441,0.641,-10.527,0.0495,0.00608,0.00713,0.585,113.709,4,10
2315,5FfVwgKhGcehzx555DZFXj,0.666,0.948,-7.581,0.0647,0.0463,0.808,0.842,91.577,4,20
2316,1cU34sZG9kF4FYHCoAD0Ib,0.855,0.691,-6.51,0.0514,0.144,0.0,0.647,121.472,4,27
2317,4vO9dmzNRqDhFY3jD1a3P7,0.581,0.624,-8.346,0.0777,0.0987,0.0,0.637,139.714,4,5
2318,3k2Zv2luPZHpxfFjGpr4Mm,0.578,0.859,-6.893,0.0527,0.0124,1.93e-06,0.807,83.012,4,28
2319,5Lbt3HxzzxuzxoNMsPnUTs,0.588,0.53,-11.256,0.0307,0.194,1.46e-05,0.596,117.481,4,12
2320,7fYKKFD0jiSlMDgG9IUs1q,0.61,0.683,-11.549,0.0458,0.148,0.28,0.61,138.695,4,6
2321,4ZSDreApKOo6eQYFx9qXfD,0.488,0.792,-7.882,0.0373,0.242,0.0147,0.617,137.541,4,5
2322,4RJjxFnUWa1ZWxUiqZ3ZJN,0.545,0.458,-9.342,0.026,0.239,0.00139,0.639,102.034,4,12
2323,2MAVcVr2oylw2OZ3hojWYj,0.53,0.59,-9.169,0.025,0.183,0.00227,0.43,144.202,4,24
2324,0S3gpZzlT9Hb7CCSV2owX7,0.282,0.656,-6.557,0.0302,0.0105,0.0,0.242,139.352,4,24
2325,1F4ubMHRQjtTKd1qnBUQHj,0.611,0.804,-4.004,0.0291,0.0747,0.000175,0.641,115.742,4,28
2326,5q0MzAYtSetiBLn6iNxeIo,0.529,0.277,-12.671,0.0289,0.485,1.69e-06,0.41,118.857,4,1
2327,4Oxz7wQlwewtLwoiyZ9gwY,0.565,0.549,-14.112,0.0342,0.0328,0.00153,0.438,125.79,4,12
2328,1PC5GV3OaoXx5em8ttQOMI,0.694,0.306,-19.315,0.0353,0.171,0.0736,0.521,95.989,4,12
2329,0NkqT88lmYWqLtBHYPLwbP,0.812,0.507,-15.22,0.043,0.86,0.795,0.884,102.6,4,17
2330,1ccvd3gXIEOOkCQGZZq2W3,0.569,0.71,-14.183,0.0316,0.113,0.0316,0.914,119.942,4,6
2331,6LoSKNsYkRQbyuiReooMjG,0.444,0.575,-8.342,0.044,0.135,3.6e-06,0.21,177.358,4,24
2332,0v0XYK0pLgsPiq5u4FKHaw,0.414,0.7,-8.838,0.0301,0.22,0.000721,0.37,76.79,4,10
2333,4e9eGQYsOiBcftrWXwsVco,0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.227,79.342,4,10
2334,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.195,126.602,4,24
2335,3PqjNjez477HKHqjfiB0na,0.415,0.533,-8.445,0.0308,0.0037,0.000732,0.126,138.929,4,24
2336,2VSbEXqs6NbNiZSTcHlIDR,0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.257,146.349,4,21
2337,1ZozJfi8u9cO2Ob8KwiwNT,0.459,0.83,-6.254,0.0364,5.15e-05,0.00014,0.431,155.827,4,21
2338,1nrzdVXEOHDOs56OIjfp3B,0.509,0.817,-6.543,0.0333,0.0361,0.0801,0.707,109.218,4,28
2339,0eFklulxFnNCypNSrywzSB,0.38,0.725,-6.094,0.0365,0.00571,0.00015,0.202,130.581,4,0
2340,21NPl2Tn6rjzhGVOoa7Shz,0.415,0.833,-5.076,0.0393,0.000578,1.05e-06,0.41,147.962,4,21
2341,5ZdY8pezfaT87JuuKxd16J,0.492,0.804,-5.499,0.0538,0.00635,0.0,0.607,169.867,4,21
2342,1T8IRUJBga0JXioJZvxjBR,0.521,0.895,-5.242,0.0442,5.54e-05,0.349,0.237,120.117,4,0
2343,5mpUKTdskZea0gStWzeHUZ,0.427,0.946,-2.188,0.0469,0.000118,0.0253,0.237,101.305,4,0
2344,3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,-7.211,0.0374,0.00145,0.0186,0.666,87.559,4,28
2345,6LgJvl0Xdtc73RJ1mmpotq,0.251,0.848,-6.501,0.0579,0.0377,0.00591,0.207,163.709,4,21
2346,0z1o5L7HJx562xZSATcIpY,0.293,0.276,-11.357,0.0349,0.224,0.122,0.195,121.603,4,24
