,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267,4
1,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
2,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
3,0.65,0.645,2,-7.823,0,0.05,0.0249,1.64e-05,0.154,0.328,120.034,audio_features,3z9W9fT8TFFeBY3t5WGLmm,spotify:track:3z9W9fT8TFFeBY3t5WGLmm,https://api.spotify.com/v1/tracks/3z9W9fT8TFFeBY3t5WGLmm,https://api.spotify.com/v1/audio-analysis/3z9W9fT8TFFeBY3t5WGLmm,186000,4
4,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
5,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,audio_features,4PTG3Z6ehGkBFwjybzWkR8,spotify:track:4PTG3Z6ehGkBFwjybzWkR8,https://api.spotify.com/v1/tracks/4PTG3Z6ehGkBFwjybzWkR8,https://api.spotify.com/v1/audio-analysis/4PTG3Z6ehGkBFwjybzWkR8,213573,4
6,0.642,0.868,8,-5.762,1,0.0406,0.0373,0.0658,0.131,0.24,123.968,audio_features,5jtsoDkXoYALcGr0oeOMhF,spotify:track:5jtsoDkXoYALcGr0oeOMhF,https://api.spotify.com/v1/tracks/5jtsoDkXoYALcGr0oeOMhF,https://api.spotify.com/v1/audio-analysis/5jtsoDkXoYALcGr0oeOMhF,162591,4
7,0.683,0.685,2,-5.96,0,0.0276,0.0208,0.0177,0.1,0.696,110.791,audio_features,2Sh3g4QYQrIAsvgfTXmSaX,spotify:track:2Sh3g4QYQrIAsvgfTXmSaX,https://api.spotify.com/v1/tracks/2Sh3g4QYQrIAsvgfTXmSaX,https://api.spotify.com/v1/audio-analysis/2Sh3g4QYQrIAsvgfTXmSaX,237707,4
8,0.651,0.577,5,-7.718,0,0.026,0.197,0.00441,0.0922,0.247,115.015,audio_features,7dYSpOqVZgGBzkjrs5UAOJ,spotify:track:7dYSpOqVZgGBzkjrs5UAOJ,https://api.spotify.com/v1/tracks/7dYSpOqVZgGBzkjrs5UAOJ,https://api.spotify.com/v1/audio-analysis/7dYSpOqVZgGBzkjrs5UAOJ,157565,4
9,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
